Unnamed: 0,start_date,end_date,code,color,model,100cm,100cm_glass,90cm,90cm_glass,child_wing_closed,child_wing_open,frame,trim,product_id,total_sales
,2024-01-01,2024-01-05,100,italyan ceviz,yavru kanat,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,100_italyan ceviz_yavru kanat,3.0
,2024-01-01,2024-01-05,110,italyan ceviz,madra,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,110_italyan ceviz_madra,2.0
,2024-01-01,2024-01-05,130,italyan ceviz,karışık çizgi,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,130_italyan ceviz_karışık çizgi,5.0
,2024-01-01,2024-01-05,160,italyan ceviz,iki göbek,47.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,160_italyan ceviz_iki göbek,64.0
,2024-01-01,2024-01-05,200,koyu ceviz,yavru kanat,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,200_koyu ceviz_yavru kanat,5.0
,2024-01-01,2024-01-05,230,koyu ceviz,karışık çizgi,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,230_koyu ceviz_karışık çizgi,14.0
,2024-01-01,2024-01-05,260,koyu ceviz,iki göbek,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260_koyu ceviz_iki göbek,2.0
,2024-01-01,2024-01-05,320,gold ceviz,baklava,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320_gold ceviz_baklava,1.0
,2024-01-01,2024-01-05,330,gold ceviz,karışık çizgi,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,330_gold ceviz_karışık çizgi,11.0
,2024-01-01,2024-01-05,460,ABD ceviz,iki göbek,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460_ABD ceviz_iki göbek,8.0
,2024-01-01,2024-01-05,520,wenge,baklava,9.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,520_wenge_baklava,13.0
,2024-01-01,2024-01-05,530,wenge,karışık çizgi,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,530_wenge_karışık çizgi,6.0
,2024-01-01,2024-01-05,560,wenge,iki göbek,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,560_wenge_iki göbek,9.0
,2024-01-01,2024-01-05,600,bute beyaz,yavru kanat,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,600_bute beyaz_yavru kanat,8.0
,2024-01-01,2024-01-05,610,bute beyaz,madra,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610_bute beyaz_madra,5.0
,2024-01-01,2024-01-05,620,bute beyaz,baklava,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,620_bute beyaz_baklava,1.0
,2024-01-01,2024-01-05,630,bute beyaz,karışık çizgi,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,630_bute beyaz_karışık çizgi,26.0
,2024-01-01,2024-01-05,640,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640_nan_nan,1.0
,2024-01-01,2024-01-05,660,bute beyaz,iki göbek,88.0,6.0,24.0,7.0,0.0,0.0,0.0,0.0,660_bute beyaz_iki göbek,125.0
,2024-01-01,2024-01-05,700,küp akça,yavru kanat,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,700_küp akça_yavru kanat,5.0
,2024-01-01,2024-01-05,720,küp akça,baklava,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720_küp akça_baklava,3.0
,2024-01-01,2024-01-05,730,küp akça,karışık çizgi,21.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,730_küp akça_karışık çizgi,25.0
,2024-01-01,2024-01-05,760,küp akça,iki göbek,15.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,760_küp akça_iki göbek,23.0
,2024-01-01,2024-01-05,800,ardahan gri,yavru kanat,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,800_ardahan gri_yavru kanat,1.0
,2024-01-01,2024-01-05,810,ardahan gri,madra,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,810_ardahan gri_madra,22.0
,2024-01-01,2024-01-05,830,ardahan gri,karışık çizgi,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,830_ardahan gri_karışık çizgi,4.0
,2024-01-01,2024-01-05,840,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840_nan_nan,1.0
,2024-01-01,2024-01-05,860,ardahan gri,iki göbek,14.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,860_ardahan gri_iki göbek,20.0
,2024-01-01,2024-01-05,900,pvc gri,yavru kanat,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,900_pvc gri_yavru kanat,3.0
,2024-01-01,2024-01-05,930,pvc gri,karışık çizgi,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,930_pvc gri_karışık çizgi,10.0
,2024-01-01,2024-01-05,960,pvc gri,iki göbek,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,960_pvc gri_iki göbek,6.0
,2024-01-05,2024-01-12,100,italyan ceviz,yavru kanat,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,100_italyan ceviz_yavru kanat,4.0
,2024-01-05,2024-01-12,110,italyan ceviz,madra,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,110_italyan ceviz_madra,26.0
,2024-01-05,2024-01-12,120,italyan ceviz,baklava,38.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,120_italyan ceviz_baklava,48.0
,2024-01-05,2024-01-12,130,italyan ceviz,karışık çizgi,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,130_italyan ceviz_karışık çizgi,10.0
,2024-01-05,2024-01-12,140,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140_nan_nan,2.0
,2024-01-05,2024-01-12,160,italyan ceviz,iki göbek,40.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,160_italyan ceviz_iki göbek,51.0
,2024-01-05,2024-01-12,200,koyu ceviz,yavru kanat,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,200_koyu ceviz_yavru kanat,2.0
,2024-01-05,2024-01-12,220,koyu ceviz,baklava,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,220_koyu ceviz_baklava,14.0
,2024-01-05,2024-01-12,230,koyu ceviz,karışık çizgi,27.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,230_koyu ceviz_karışık çizgi,37.0
,2024-01-05,2024-01-12,240,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240_nan_nan,3.0
,2024-01-05,2024-01-12,260,koyu ceviz,iki göbek,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260_koyu ceviz_iki göbek,17.0
,2024-01-05,2024-01-12,300,gold ceviz,yavru kanat,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,300_gold ceviz_yavru kanat,6.0
,2024-01-05,2024-01-12,310,gold ceviz,madra,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,310_gold ceviz_madra,8.0
,2024-01-05,2024-01-12,320,gold ceviz,baklava,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320_gold ceviz_baklava,5.0
,2024-01-05,2024-01-12,330,gold ceviz,karışık çizgi,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,330_gold ceviz_karışık çizgi,10.0
,2024-01-05,2024-01-12,340,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340_nan_nan,6.0
,2024-01-05,2024-01-12,360,gold ceviz,iki göbek,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,360_gold ceviz_iki göbek,45.0
,2024-01-05,2024-01-12,400,ABD ceviz,yavru kanat,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,400_ABD ceviz_yavru kanat,2.0
,2024-01-05,2024-01-12,410,ABD ceviz,madra,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410_ABD ceviz_madra,1.0
,2024-01-05,2024-01-12,420,ABD ceviz,baklava,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,420_ABD ceviz_baklava,11.0
,2024-01-05,2024-01-12,430,ABD ceviz,karışık çizgi,11.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,430_ABD ceviz_karışık çizgi,18.0
,2024-01-05,2024-01-12,460,ABD ceviz,iki göbek,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,460_ABD ceviz_iki göbek,11.0
,2024-01-05,2024-01-12,500,wenge,yavru kanat,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,500_wenge_yavru kanat,1.0
,2024-01-05,2024-01-12,520,wenge,baklava,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,520_wenge_baklava,15.0
,2024-01-05,2024-01-12,530,wenge,karışık çizgi,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,530_wenge_karışık çizgi,18.0
,2024-01-05,2024-01-12,540,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540_nan_nan,2.0
,2024-01-05,2024-01-12,560,wenge,iki göbek,17.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,560_wenge_iki göbek,23.0
,2024-01-05,2024-01-12,600,bute beyaz,yavru kanat,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,600_bute beyaz_yavru kanat,12.0
